"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"LINC02712.2" 0 -1.76175281534458 0.75 0.764 0 "4" "LINC02712"
"KCNIP1.2" 0 -1.78359178163641 0.856 0.742 0 "4" "KCNIP1"
"CACNA1D.1" 0 -1.80250032608631 0.926 0.903 0 "4" "CACNA1D"
"PADI2.2" 0 -1.82029906925209 0.723 0.862 0 "4" "PADI2"
"SDK1.1" 0 -1.84098617920584 0.617 0.779 0 "4" "SDK1"
"AC008691.1.2" 0 -1.88319499266881 0.821 0.819 0 "4" "AC008691.1"
"LINC02232.2" 0 -1.91034948929804 0.613 0.773 0 "4" "LINC02232"
"P2RY12.2" 0 -1.93237928460962 0.825 0.876 0 "4" "P2RY12"
"LHFPL2.2" 0 -1.99336841813077 0.761 0.911 0 "4" "LHFPL2"
"IPCEF1" 0 -2.10318154823724 0.702 0.881 0 "4" "IPCEF1"
"ST6GALNAC3.3" 0 -2.12758797427087 0.716 0.88 0 "4" "ST6GALNAC3"
"GLDN.1" 0 -2.28397155145488 0.799 0.892 0 "4" "GLDN"
"DSCAM.2" 0 -2.3080708881091 0.794 0.869 0 "4" "DSCAM"
"HS3ST4.1" 0 -2.34875056871574 0.82 0.953 0 "4" "HS3ST4"
"GRID2.3" 0 -2.35931710742313 0.854 0.862 0 "4" "GRID2"
"SYNDIG1.3" 0 -3.47635555718532 0.74 0.977 0 "4" "SYNDIG1"
"AC007262.2.1" 1.1687280391067e-306 0.753333143437049 0.798 0.685 2.33745607821341e-303 "4" "AC007262.2"
"MOB3B" 4.24497351644164e-302 0.432168496695012 0.706 0.549 8.48994703288328e-299 "4" "MOB3B"
"JAML" 2.10541923054942e-297 0.847061446325341 0.631 0.739 4.21083846109883e-294 "4" "JAML"
"ADGRL3.1" 5.91265090740649e-296 0.458719730636729 0.811 0.731 1.1825301814813e-292 "4" "ADGRL3"
"CTNNA3.1" 1.67064729696852e-293 -0.486562477075474 0.614 0.706 3.34129459393704e-290 "4" "CTNNA3"
"LSAMP.3" 1.84363317730039e-291 0.713451911726874 0.9 0.818 3.68726635460077e-288 "4" "LSAMP"
"CD163L1.1" 1.56497293654391e-289 1.42348065703488 0.59 0.395 3.12994587308782e-286 "4" "CD163L1"
"VAV3.2" 2.00791574196102e-288 2.00203416059879 0.625 0.665 4.01583148392203e-285 "4" "VAV3"
"ADGRB3.2" 5.61964305550378e-286 0.257070736080563 0.8 0.594 1.12392861110076e-282 "4" "ADGRB3"
"CADPS2" 4.04166458896621e-285 -0.267165855984249 0.437 0.575 8.08332917793243e-282 "4" "CADPS2"
"MCTP1.4" 4.82847379246773e-285 1.60772558336998 0.649 0.644 9.65694758493546e-282 "4" "MCTP1"
"HSPH1" 2.61089470194368e-280 0.645025654029762 0.717 0.557 5.22178940388736e-277 "4" "HSPH1"
"AL162414.1" 5.48234853029176e-278 0.751136203076281 0.632 0.439 1.09646970605835e-274 "4" "AL162414.1"
"PELI2" 5.14694958992742e-273 0.553017738500655 0.821 0.677 1.02938991798548e-269 "4" "PELI2"
"RIPOR2" 2.73063254369285e-272 0.330260394762421 0.664 0.468 5.4612650873857e-269 "4" "RIPOR2"
"PLCB1" 3.52041794262725e-270 0.34363559959516 0.709 0.568 7.0408358852545e-267 "4" "PLCB1"
"IL15.2" 3.01417270501701e-266 0.394634236722107 0.791 0.755 6.02834541003402e-263 "4" "IL15"
"TNS1.1" 5.70651720039824e-264 0.532646562547743 0.459 0.741 1.14130344007965e-260 "4" "TNS1"
"C4orf19.2" 3.65348721388078e-260 -0.482743222334141 0.835 0.575 7.30697442776155e-257 "4" "C4orf19"
"LINC00639" 7.70195358212631e-260 0.250513842763485 0.677 0.638 1.54039071642526e-256 "4" "LINC00639"
"TBL1X" 8.64216050086605e-259 0.684485805912325 0.739 0.654 1.72843210017321e-255 "4" "TBL1X"
"DIPK1A" 5.28974935902419e-253 -0.34715275388285 0.88 0.674 1.05794987180484e-249 "4" "DIPK1A"
"SOX5.2" 2.45535775568256e-251 0.357148548731969 0.799 0.647 4.91071551136511e-248 "4" "SOX5"
"BASP1" 1.05289402656698e-250 -0.434450640555434 0.525 0.645 2.10578805313396e-247 "4" "BASP1"
"PDE3B.1" 1.94489822633122e-250 -0.684580863678586 0.687 0.741 3.88979645266243e-247 "4" "PDE3B"
"DPP10.3" 2.63869381664044e-250 0.614554422411728 0.91 0.926 5.27738763328088e-247 "4" "DPP10"
"MCC" 4.20060068899705e-250 0.594488455813066 0.688 0.614 8.40120137799409e-247 "4" "MCC"
"ARL4C" 6.12550028147133e-250 0.40013821153284 0.409 0.623 1.22510005629427e-246 "4" "ARL4C"
"ALOX12-AS1" 1.49628951029001e-249 -0.402589637722831 0.473 0.591 2.99257902058001e-246 "4" "ALOX12-AS1"
"TRPM3.1" 1.92883297107549e-248 0.391423817577744 0.818 0.755 3.85766594215098e-245 "4" "TRPM3"
"GAREM1" 2.84353536923009e-248 -0.879417206533059 0.804 0.777 5.68707073846019e-245 "4" "GAREM1"
"TNFAIP2.2" 1.19751612210294e-246 1.30727380290356 0.747 0.812 2.39503224420589e-243 "4" "TNFAIP2"
"AC008050.1.3" 2.01258228827946e-244 -1.16905640342029 0.814 0.708 4.02516457655893e-241 "4" "AC008050.1"
"FYN" 3.84494156055969e-243 0.643157725562101 0.72 0.663 7.68988312111937e-240 "4" "FYN"
"PRKCA.2" 1.79967537695481e-239 -0.530084989747571 0.704 0.767 3.59935075390961e-236 "4" "PRKCA"
"AC005699.1" 1.85557480960083e-239 -0.277696036470489 0.668 0.411 3.71114961920165e-236 "4" "AC005699.1"
"PEAK1.1" 2.18663366672444e-237 0.987819274748476 0.783 0.758 4.37326733344888e-234 "4" "PEAK1"
"ADD3.2" 1.23261944713103e-235 0.289639348569399 0.569 0.777 2.46523889426206e-232 "4" "ADD3"
"MEF2C-AS1" 7.40712478901223e-234 -0.554332535993757 0.735 0.791 1.48142495780245e-230 "4" "MEF2C-AS1"
"KHDRBS2" 6.3087940952385e-232 0.862661352736683 0.663 0.593 1.2617588190477e-228 "4" "KHDRBS2"
"SLC2A5" 1.34575137264414e-231 -1.03738201525664 0.572 0.619 2.69150274528829e-228 "4" "SLC2A5"
"BAG3" 8.15456440896557e-230 0.271159034863877 0.712 0.542 1.63091288179311e-226 "4" "BAG3"
"ARHGAP18.2" 2.58491720574633e-228 1.20009564039028 0.704 0.664 5.16983441149266e-225 "4" "ARHGAP18"
"MAP3K8" 7.14006431405445e-226 0.391693886535696 0.612 0.383 1.42801286281089e-222 "4" "MAP3K8"
"ST5" 1.27110636762643e-223 -0.865975670143363 0.798 0.742 2.54221273525285e-220 "4" "ST5"
"DLG2.2" 1.33567923654356e-223 -0.394507683216113 0.641 0.764 2.67135847308713e-220 "4" "DLG2"
"ESR1.1" 9.90047127071241e-223 0.455677272278973 0.608 0.841 1.98009425414248e-219 "4" "ESR1"
"CHSY3.2" 5.86001302736893e-222 -0.414809713707591 0.745 0.822 1.17200260547379e-218 "4" "CHSY3"
"NEDD9.2" 5.84652290721294e-221 0.29497964643689 0.804 0.699 1.16930458144259e-217 "4" "NEDD9"
"GAS7.4" 1.08436913751722e-220 1.01587910485668 0.838 0.846 2.16873827503444e-217 "4" "GAS7"
"LYVE1.1" 1.4269854896944e-216 1.55342571740551 0.567 0.41 2.85397097938881e-213 "4" "LYVE1"
"EDA.1" 5.48262259445136e-216 1.10454276306523 0.741 0.692 1.09652451889027e-212 "4" "EDA"
"MGAT1" 1.29577691274383e-215 0.436939038606613 0.389 0.525 2.59155382548767e-212 "4" "MGAT1"
"DTNA" 2.90431785641595e-213 -0.350890543345099 0.722 0.879 5.80863571283189e-210 "4" "DTNA"
"CPM.3" 6.05101768113694e-213 0.819132686101355 0.729 0.62 1.21020353622739e-209 "4" "CPM"
"NOS1AP" 8.23942405303649e-211 -0.334351385619506 0.459 0.354 1.6478848106073e-207 "4" "NOS1AP"
"AC100849.1.1" 3.00683050955661e-210 1.18462826037188 0.647 0.731 6.01366101911322e-207 "4" "AC100849.1"
"NAMPT.1" 8.0409537988142e-210 0.985748460578073 0.663 0.573 1.60819075976284e-206 "4" "NAMPT"
"ZC3HAV1" 9.48701135662477e-210 0.464731793629373 0.822 0.716 1.89740227132495e-206 "4" "ZC3HAV1"
"PARD3B.1" 3.67143801400424e-208 -0.341238364442287 0.681 0.776 7.34287602800849e-205 "4" "PARD3B"
"MS4A6A.1" 1.01790439559265e-206 0.993247800666542 0.715 0.646 2.0358087911853e-203 "4" "MS4A6A"
"CEBPD.1" 6.48408744772705e-206 0.825525430737615 0.642 0.517 1.29681748954541e-202 "4" "CEBPD"
"SEL1L3" 6.70784262005289e-197 0.273766642110438 0.666 0.615 1.34156852401058e-193 "4" "SEL1L3"
"MYO1D" 8.26608545462412e-196 0.331280872853345 0.454 0.628 1.65321709092482e-192 "4" "MYO1D"
"CGNL1.1" 1.76053750130612e-192 -0.582590921586086 0.889 0.777 3.52107500261223e-189 "4" "CGNL1"
"NIBAN1.1" 3.41745180864199e-192 -0.827907581344488 0.76 0.715 6.83490361728398e-189 "4" "NIBAN1"
"MAP7" 2.70902564388622e-191 0.297671159430076 0.482 0.651 5.41805128777245e-188 "4" "MAP7"
"CREM" 7.21154131903246e-191 0.377405138212287 0.673 0.529 1.44230826380649e-187 "4" "CREM"
"RPL28.2" 2.91312754270646e-190 -0.253191359167106 0.438 0.539 5.82625508541292e-187 "4" "RPL28"
"LINC01684.1" 5.03926430383929e-190 -0.314177793574105 0.664 0.749 1.00785286076786e-186 "4" "LINC01684"
"PDE4D.1" 3.92354689169311e-189 0.445873769551919 0.836 0.765 7.84709378338623e-186 "4" "PDE4D"
"CTNND2.3" 9.70606477321153e-189 0.390938590524902 0.791 0.716 1.94121295464231e-185 "4" "CTNND2"
"STK39" 1.84222715611793e-188 0.32042153767042 0.739 0.85 3.68445431223586e-185 "4" "STK39"
"ELL2.3" 4.05719783186666e-187 -0.672591534548378 0.783 0.803 8.11439566373333e-184 "4" "ELL2"
"DNAJB1" 6.23153326201999e-186 0.367449434846752 0.571 0.402 1.246306652404e-182 "4" "DNAJB1"
"TMEM163.2" 3.5336169711548e-182 -0.594516045323596 0.455 0.565 7.0672339423096e-179 "4" "TMEM163"
"RAD51B" 8.97892698503851e-179 -0.37790921703252 0.812 0.903 1.7957853970077e-175 "4" "RAD51B"
"GAB1" 1.36242085030849e-177 0.327397825424972 0.789 0.645 2.72484170061698e-174 "4" "GAB1"
"SAMSN1.2" 3.88634077896363e-176 -0.488942678825892 0.717 0.777 7.77268155792727e-173 "4" "SAMSN1"
"PTCHD4.2" 3.54335208421109e-175 -0.936370504659593 0.741 0.632 7.08670416842218e-172 "4" "PTCHD4"
"IRF8.1" 4.33661286295615e-174 -0.48410371696427 0.707 0.738 8.67322572591231e-171 "4" "IRF8"
"EMILIN2" 2.25560222236501e-171 0.955839554963987 0.612 0.631 4.51120444473003e-168 "4" "EMILIN2"
"PDGFC.1" 2.85282248632138e-171 0.884323422546811 0.755 0.717 5.70564497264276e-168 "4" "PDGFC"
"MAGI2.1" 2.01448416230614e-168 0.480548233721999 0.835 0.793 4.02896832461228e-165 "4" "MAGI2"
"GUCY1A1" 9.02632400421437e-167 -0.341994779797796 0.925 0.731 1.80526480084287e-163 "4" "GUCY1A1"
"B4GALT1" 1.1827161321525e-166 0.4302029274293 0.846 0.734 2.36543226430501e-163 "4" "B4GALT1"
"NAALADL2" 2.44500843720132e-166 -0.369011598986511 0.787 0.866 4.89001687440264e-163 "4" "NAALADL2"
"MFHAS1" 2.81239625729271e-165 0.485705074360213 0.525 0.751 5.62479251458541e-162 "4" "MFHAS1"
"MAMDC2.2" 1.5875329191242e-164 0.889734199116042 0.75 0.789 3.1750658382484e-161 "4" "MAMDC2"
"USP36.1" 1.72278611412925e-164 1.04433092727471 0.679 0.653 3.44557222825851e-161 "4" "USP36"
"NR4A2" 1.77755587697647e-162 0.26161470779843 0.666 0.569 3.55511175395294e-159 "4" "NR4A2"
"HLA-DRA" 2.16626311156001e-160 0.267651648606165 0.641 0.47 4.33252622312002e-157 "4" "HLA-DRA"
"AC007319.1" 1.16594020136464e-158 0.273741142385801 0.4 0.493 2.33188040272929e-155 "4" "AC007319.1"
"BCL2" 4.75097538213907e-157 -0.52395811508854 0.746 0.785 9.50195076427815e-154 "4" "BCL2"
"RFTN1" 6.82487287030308e-157 0.280518438922743 0.683 0.571 1.36497457406062e-153 "4" "RFTN1"
"CLEC5A.1" 1.06814225456551e-151 -0.301337746224709 0.802 0.732 2.13628450913102e-148 "4" "CLEC5A"
"NRG3.4" 7.78166442444457e-151 0.596692202623391 0.844 0.837 1.55633288488891e-147 "4" "NRG3"
"NKD1" 9.13693832217592e-151 -0.324986492905341 0.295 0.505 1.82738766443519e-147 "4" "NKD1"
"HMOX1" 1.78677510707223e-148 0.387067537537616 0.623 0.462 3.57355021414445e-145 "4" "HMOX1"
"NCMAP" 1.84214761737154e-147 -0.250645672551361 0.72 0.458 3.68429523474308e-144 "4" "NCMAP"
"LIMS1" 2.30350862626504e-147 -0.658363921958612 0.803 0.791 4.60701725253008e-144 "4" "LIMS1"
"FOS.3" 1.4460617441021e-145 0.913793785312911 0.791 0.825 2.8921234882042e-142 "4" "FOS"
"PKP4" 3.66566216727644e-145 0.282108527739828 0.745 0.696 7.33132433455287e-142 "4" "PKP4"
"DRAM1" 5.37254149078407e-144 0.608731116303478 0.363 0.343 1.07450829815681e-140 "4" "DRAM1"
"AC087564.1.1" 7.66732032242648e-142 -1.47052547468251 0.892 0.69 1.53346406448529e-138 "4" "AC087564.1"
"PPM1L" 1.60432063132139e-139 0.516340455628216 0.68 0.573 3.20864126264278e-136 "4" "PPM1L"
"DNAJA1" 9.64355223305065e-139 0.402677735536465 0.584 0.438 1.92871044661013e-135 "4" "DNAJA1"
"FLT1.1" 1.15784298704907e-138 -0.30215115282273 0.755 0.704 2.31568597409815e-135 "4" "FLT1"
"IMMP2L" 6.42296611131673e-137 -0.323335641178633 0.776 0.866 1.28459322226335e-133 "4" "IMMP2L"
"SCN9A" 2.56858305069748e-136 1.39625964349904 0.584 0.683 5.13716610139496e-133 "4" "SCN9A"
"SCFD2" 3.54087366851815e-136 -0.253099030459095 0.522 0.626 7.0817473370363e-133 "4" "SCFD2"
"CD14" 4.98754077773313e-136 0.364551145847309 0.693 0.625 9.97508155546625e-133 "4" "CD14"
"MAGI1" 5.72523984391424e-136 -0.531300033181757 0.624 0.681 1.14504796878285e-132 "4" "MAGI1"
"HSP90AA1.2" 1.53290052231378e-135 1.20582751298357 0.735 0.723 3.06580104462755e-132 "4" "HSP90AA1"
"INPP4B" 1.07121445624608e-133 0.316041762457484 0.772 0.734 2.14242891249216e-130 "4" "INPP4B"
"EYA2.4" 3.90258382031412e-133 1.2193350106802 0.756 0.906 7.80516764062824e-130 "4" "EYA2"
"TFRC" 1.25005960312596e-132 0.694311458723811 0.598 0.495 2.50011920625192e-129 "4" "TFRC"
"CD163.1" 1.46623789787841e-132 1.21928388966168 0.555 0.441 2.93247579575682e-129 "4" "CD163"
"HIF1A.2" 3.88160407963095e-132 0.647099361396338 0.819 0.739 7.7632081592619e-129 "4" "HIF1A"
"CEMIP2" 2.13287985940226e-130 0.580794131420964 0.378 0.45 4.26575971880452e-127 "4" "CEMIP2"
"TIMP3" 2.25831633636916e-130 0.40611271236435 0.681 0.704 4.51663267273832e-127 "4" "TIMP3"
"MACROD2.1" 4.41903830621177e-130 -0.33010848511225 0.56 0.658 8.83807661242354e-127 "4" "MACROD2"
"HIST1H2AC.2" 1.6456732439963e-128 0.528397881435038 0.723 0.622 3.29134648799261e-125 "4" "HIST1H2AC"
"UGCG.2" 1.4520331465153e-124 -0.445922054837698 0.633 0.676 2.9040662930306e-121 "4" "UGCG"
"RASGEF1B.3" 4.22578998849096e-124 0.297237264999002 0.539 0.672 8.45157997698192e-121 "4" "RASGEF1B"
"CYTH3.1" 9.80987210274273e-123 -0.542813766546226 0.751 0.759 1.96197442054855e-119 "4" "CYTH3"
"NR4A1" 7.61537683921033e-122 0.502964428498727 0.695 0.72 1.52307536784207e-118 "4" "NR4A1"
"C22orf34.1" 3.81456715645603e-121 0.582027851909891 0.89 0.877 7.62913431291206e-118 "4" "C22orf34"
"ST18" 6.61433334711765e-121 0.388592732059896 0.669 0.628 1.32286666942353e-117 "4" "ST18"
"NCK2.2" 2.07009364304219e-119 -0.72403832893956 0.785 0.719 4.14018728608437e-116 "4" "NCK2"
"NAPA" 4.42846557482932e-117 0.379516294395344 0.658 0.596 8.85693114965863e-114 "4" "NAPA"
"FMN1.1" 1.11462728047214e-116 0.556627372083274 0.791 0.744 2.22925456094427e-113 "4" "FMN1"
"HIP1.1" 1.13046182515148e-111 0.83086264913684 0.636 0.598 2.26092365030297e-108 "4" "HIP1"
"IQCK" 2.66296443534373e-105 0.300832324829797 0.668 0.637 5.32592887068746e-102 "4" "IQCK"
"ASAP1.3" 5.73434130418323e-104 0.754754922884098 0.779 0.823 1.14686826083665e-100 "4" "ASAP1"
"PLCXD3.2" 1.7897771111481e-103 -0.356911590699877 0.695 0.59 3.57955422229621e-100 "4" "PLCXD3"
"TGFB2" 1.75358056492412e-102 0.270494244199932 0.627 0.595 3.50716112984823e-99 "4" "TGFB2"
"CAMK2D.2" 4.4861994175776e-102 -0.449415889600177 0.763 0.757 8.97239883515521e-99 "4" "CAMK2D"
"MX2.1" 6.15493125089718e-101 0.42419583747589 0.748 0.704 1.23098625017944e-97 "4" "MX2"
"MIR181A2HG" 2.87850490256467e-99 -0.30049361568113 0.765 0.714 5.75700980512934e-96 "4" "MIR181A2HG"
"P4HA1" 1.26577116868692e-97 0.691311253424046 0.766 0.702 2.53154233737383e-94 "4" "P4HA1"
"GAS2L3" 9.07219051703666e-96 0.47682645142778 0.517 0.716 1.81443810340733e-92 "4" "GAS2L3"
"KLHL13" 5.90432918532404e-95 0.493910260243888 0.601 0.68 1.18086583706481e-91 "4" "KLHL13"
"DOCK3" 2.6169893217e-93 -0.318266893254986 0.522 0.571 5.23397864340001e-90 "4" "DOCK3"
"THRB" 9.6915292940638e-91 0.978906645502603 0.62 0.587 1.93830585881276e-87 "4" "THRB"
"PHACTR1" 4.60164024683862e-90 0.339598242289186 0.808 0.755 9.20328049367724e-87 "4" "PHACTR1"
"LINC02798.2" 2.64582922497023e-87 -0.597035138184703 0.764 0.717 5.29165844994046e-84 "4" "LINC02798"
"PLD1.2" 1.11635314514054e-86 -0.426362710400197 0.863 0.849 2.23270629028109e-83 "4" "PLD1"
"CDH20.2" 1.23876560336485e-86 0.292019310591124 0.714 0.665 2.47753120672971e-83 "4" "CDH20"
"RASGEF1C.2" 1.7809580112741e-86 -1.04883515835071 0.436 0.531 3.5619160225482e-83 "4" "RASGEF1C"
"KCNMB4" 2.04438125789602e-85 -0.269195721957741 0.448 0.523 4.08876251579203e-82 "4" "KCNMB4"
"DUSP1.2" 5.45672840432851e-85 0.500791985498518 0.738 0.763 1.0913456808657e-81 "4" "DUSP1"
"SYT1.1" 5.64824850790073e-83 0.278099578641174 0.533 0.65 1.12964970158015e-79 "4" "SYT1"
"P2RY14" 4.89814958875013e-82 0.597170842404032 0.422 0.462 9.79629917750027e-79 "4" "P2RY14"
"TCF7L2.1" 9.91785409794991e-81 0.312349515899863 0.716 0.619 1.98357081958998e-77 "4" "TCF7L2"
"SERPINE1" 5.94792235158843e-79 -0.336790787668989 0.519 0.4 1.18958447031769e-75 "4" "SERPINE1"
"ATF7IP2" 5.63713699365864e-78 -0.719504077976339 0.624 0.634 1.12742739873173e-74 "4" "ATF7IP2"
"LINC02391.1" 1.5573207881331e-77 -0.546040372447407 0.624 0.638 3.11464157626619e-74 "4" "LINC02391"
"GLUL.1" 2.27496420999349e-77 0.516602582500892 0.728 0.657 4.54992841998697e-74 "4" "GLUL"
"PSMA1" 7.60422277124991e-75 -0.722953278363115 0.703 0.658 1.52084455424998e-71 "4" "PSMA1"
"CNTN1" 9.79442021289617e-74 0.279324760119435 0.691 0.659 1.95888404257923e-70 "4" "CNTN1"
"UTRN" 2.20079818654777e-73 0.606841220923382 0.797 0.819 4.40159637309554e-70 "4" "UTRN"
"HPSE" 7.25147375324626e-72 -0.252288894050494 0.699 0.64 1.45029475064925e-68 "4" "HPSE"
"NCKAP5" 3.32102892721208e-68 -0.278644998869551 0.718 0.713 6.64205785442417e-65 "4" "NCKAP5"
"PBX3" 3.78141771682378e-68 0.304610206884479 0.83 0.768 7.56283543364756e-65 "4" "PBX3"
"KLF2" 3.86187823620517e-68 0.419137540533756 0.458 0.567 7.72375647241034e-65 "4" "KLF2"
"MDFIC" 5.64678716317285e-68 0.783534915018463 0.47 0.724 1.12935743263457e-64 "4" "MDFIC"
"AGAP1" 1.14863075335046e-66 0.607487148564462 0.723 0.716 2.29726150670091e-63 "4" "AGAP1"
"ZNF608" 1.45386999840626e-66 -0.436053649562483 0.707 0.61 2.90773999681252e-63 "4" "ZNF608"
"H3F3B" 4.17891358409739e-64 0.364181951302757 0.656 0.582 8.35782716819478e-61 "4" "H3F3B"
"PRKAR2B" 1.27598250363323e-63 0.315108293885006 0.551 0.74 2.55196500726646e-60 "4" "PRKAR2B"
"CAMKMT" 2.06349830208456e-63 -0.289909693150181 0.649 0.699 4.12699660416912e-60 "4" "CAMKMT"
"SERPINB9.2" 3.24520990908843e-63 -0.733818981649356 0.626 0.606 6.49041981817686e-60 "4" "SERPINB9"
"ENTPD1-AS1" 4.40674930985405e-63 -0.316260957955492 0.618 0.642 8.81349861970809e-60 "4" "ENTPD1-AS1"
"MS4A4E.1" 2.50997154977554e-62 1.04957303575784 0.582 0.619 5.01994309955108e-59 "4" "MS4A4E"
"ERC2.1" 3.7616412970831e-61 -0.47820519390314 0.449 0.391 7.52328259416621e-58 "4" "ERC2"
"IER3" 1.11158451325606e-58 0.306561104176477 0.634 0.543 2.22316902651211e-55 "4" "IER3"
"ST7.1" 1.43870732391676e-57 0.632912214242764 0.698 0.744 2.87741464783352e-54 "4" "ST7"
"FTH1.2" 8.23650319490146e-57 0.448577072062668 0.677 0.612 1.64730063898029e-53 "4" "FTH1"
"TNFAIP8" 2.72797984589084e-56 0.624779850085985 0.668 0.642 5.45595969178167e-53 "4" "TNFAIP8"
"DAAM2" 4.79955823960662e-56 0.290439260679943 0.655 0.69 9.59911647921323e-53 "4" "DAAM2"
"SH3PXD2A.4" 7.12864540653896e-56 0.791023614057937 0.767 0.836 1.42572908130779e-52 "4" "SH3PXD2A"
"TPST1" 2.06215935247411e-55 0.371124246178887 0.485 0.565 4.12431870494822e-52 "4" "TPST1"
"TENT5A" 2.29299917285019e-54 0.460549475846985 0.635 0.636 4.58599834570039e-51 "4" "TENT5A"
"SERINC5.1" 3.71407914352779e-53 1.00604082283414 0.644 0.658 7.42815828705557e-50 "4" "SERINC5"
"PCDH9.3" 7.66624406102776e-51 0.427111916307191 0.825 0.834 1.53324881220555e-47 "4" "PCDH9"
"WDPCP" 1.2833840281154e-49 0.399859432816879 0.731 0.694 2.5667680562308e-46 "4" "WDPCP"
"ZDHHC14" 1.58302998591153e-49 0.281790919893996 0.866 0.774 3.16605997182305e-46 "4" "ZDHHC14"
"PLXNC1.2" 3.25347423886126e-49 0.260430966145348 0.674 0.754 6.50694847772252e-46 "4" "PLXNC1"
"GPR183" 5.57876886857568e-48 0.610855911662805 0.765 0.8 1.11575377371514e-44 "4" "GPR183"
"AC097376.3" 2.3885684847287e-47 -0.379100609284022 0.624 0.642 4.7771369694574e-44 "4" "AC097376.3"
"SUMF1" 2.91174913248914e-47 0.446821534815054 0.812 0.781 5.82349826497827e-44 "4" "SUMF1"
"SCIN.3" 1.22879312284127e-46 -0.662646374891466 0.73 0.637 2.45758624568254e-43 "4" "SCIN"
"SNCA" 1.01375473405383e-45 -0.329661704995506 0.68 0.689 2.02750946810766e-42 "4" "SNCA"
"CDK6.1" 1.45277787607137e-45 -0.580934580242638 0.732 0.684 2.90555575214274e-42 "4" "CDK6"
"RAB20" 1.24467927455324e-44 0.461547701256147 0.459 0.511 2.48935854910648e-41 "4" "RAB20"
"STK17B" 4.13203106742044e-44 0.523360188181032 0.39 0.375 8.26406213484088e-41 "4" "STK17B"
"GFAP.1" 8.63811987769742e-44 0.269012040722345 0.64 0.57 1.72762397553948e-40 "4" "GFAP"
"CEMIP" 1.34324165677867e-43 0.270292981094635 0.868 0.9 2.68648331355734e-40 "4" "CEMIP"
"GPM6A.2" 2.22622810942864e-43 0.439066448914724 0.781 0.77 4.45245621885727e-40 "4" "GPM6A"
"MAFB.2" 7.84403110933467e-43 0.404756481891366 0.677 0.699 1.56880622186693e-39 "4" "MAFB"
"MS4A4A" 1.25768802237835e-40 1.3352107443652 0.559 0.566 2.51537604475669e-37 "4" "MS4A4A"
"HSPD1" 9.75808092845242e-40 0.468393334227676 0.604 0.547 1.95161618569048e-36 "4" "HSPD1"
"ARHGAP10" 3.2164474447426e-39 0.596219855892355 0.625 0.862 6.4328948894852e-36 "4" "ARHGAP10"
"PAPSS2" 1.44096787969162e-38 0.964724564780121 0.542 0.506 2.88193575938324e-35 "4" "PAPSS2"
"S100Z" 1.60497114548733e-38 -0.680874212476291 0.664 0.601 3.20994229097467e-35 "4" "S100Z"
"CPNE8.1" 2.15605161265772e-38 1.06654863322936 0.584 0.622 4.31210322531543e-35 "4" "CPNE8"
"SH3BP5" 2.35914287420485e-38 0.630708802709202 0.466 0.638 4.71828574840969e-35 "4" "SH3BP5"
"ALDH1A1" 4.98677471404878e-38 0.39330634859686 0.607 0.65 9.97354942809757e-35 "4" "ALDH1A1"
"ANTXR2" 6.81353379917416e-38 0.983376974197101 0.556 0.678 1.36270675983483e-34 "4" "ANTXR2"
"SLCO3A1" 1.5313382365529e-37 0.820097156950226 0.536 0.471 3.06267647310581e-34 "4" "SLCO3A1"
"RASSF8.2" 1.54917149173775e-37 -1.169445028734 0.814 0.664 3.0983429834755e-34 "4" "RASSF8"
"SVIL" 5.96520895519401e-37 0.3297802303457 0.678 0.72 1.1930417910388e-33 "4" "SVIL"
"NFKBID" 2.79477580345207e-35 0.436464447233113 0.549 0.64 5.58955160690415e-32 "4" "NFKBID"
"ADGRA3" 3.495655597698e-35 0.497052379760733 0.581 0.743 6.991311195396e-32 "4" "ADGRA3"
"TGFBI.1" 6.52377421705663e-35 1.15964948629143 0.566 0.652 1.30475484341133e-31 "4" "TGFBI"
"DNM3" 6.79151831807917e-35 -0.372990954653029 0.395 0.445 1.35830366361583e-31 "4" "DNM3"
"KCNE1" 8.43289212546441e-35 0.427480436416142 0.451 0.481 1.68657842509288e-31 "4" "KCNE1"
"NEBL.1" 1.02257750668213e-33 0.26201411072824 0.631 0.723 2.04515501336426e-30 "4" "NEBL"
"FOXP1" 5.91960406009282e-32 0.353698107325051 0.954 0.977 1.18392081201856e-28 "4" "FOXP1"
"PTPRM.1" 1.23483306507773e-31 0.265095877051287 0.712 0.823 2.46966613015545e-28 "4" "PTPRM"
"DMD" 2.78594754215863e-31 0.429612435872017 0.664 0.781 5.57189508431726e-28 "4" "DMD"
"GNG12-AS1" 4.64505470391291e-31 0.474840213556741 0.66 0.711 9.29010940782582e-28 "4" "GNG12-AS1"
"BIN1.3" 1.53543369060767e-30 -0.960647329700203 0.625 0.563 3.07086738121533e-27 "4" "BIN1"
"SYNE1" 3.56137664795432e-30 0.376528351064697 0.725 0.732 7.12275329590864e-27 "4" "SYNE1"
"ADGRV1.3" 7.56210161678094e-30 0.31753532260126 0.662 0.773 1.51242032335619e-26 "4" "ADGRV1"
"APBB2" 1.22440878814357e-29 0.310383014594644 0.525 0.627 2.44881757628713e-26 "4" "APBB2"
